StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Intro,Intro_5_TEXT,Q24,Q25,Q27,Q27_7_TEXT,Q26,Timing _First Click,Timing _Last Click,Timing _Page Submit,Timing _Click Count,Q1,Q28_First Click,Q28_Last Click,Q28_Page Submit,Q28_Click Count,Q29,Q30_First Click,Q30_Last Click,Q30_Page Submit,Q30_Click Count,Q31,Q32_First Click,Q32_Last Click,Q32_Page Submit,Q32_Click Count,Q33,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,Q35,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,Q37,Q38_First Click,Q38_Last Click,Q38_Page Submit,Q38_Click Count,Q39,Q40_First Click,Q40_Last Click,Q40_Page Submit,Q40_Click Count,Q41,Q42_First Click,Q42_Last Click,Q42_Page Submit,Q42_Click Count,Q43,Q44_First Click,Q44_Last Click,Q44_Page Submit,Q44_Click Count,Q45,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-2-1,F-1-2-2,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-2-1,F-2-2-2,F-3-1,F-3-1-1,F-3-2,F-3-1-2,F-3-2-1,F-3-2-2,F-4-1,F-4-1-1,F-4-2,F-4-1-2,F-4-2-1,F-4-2-2,F-5-1,F-5-1-1,F-5-2,F-5-1-2,F-5-2-1,F-5-2-2,F-6-1,F-6-1-1,F-6-2,F-6-1-2,F-6-2-1,F-6-2-2,F-7-1,F-7-1-1,F-7-2,F-7-1-2,F-7-2-1,F-7-2-2,F-8-1,F-8-1-1,F-8-2,F-8-1-2,F-8-2-1,F-8-2-2,F-9-1,F-9-1-1,F-9-2,F-9-1-2,F-9-2-1,F-9-2-2,F-10-1,F-10-1-1,F-10-2,F-10-1-2,F-10-2-1,F-10-2-2,F-1-3,F-1-1-3,F-1-2-3,F-2-3,F-2-1-3,F-2-2-3,F-3-3,F-3-1-3,F-3-2-3,F-4-3,F-4-1-3,F-4-2-3,F-5-3,F-5-1-3,F-5-2-3,F-6-3,F-6-1-3,F-6-2-3,F-7-3,F-7-1-3,F-7-2-3,F-8-3,F-8-1-3,F-8-2-3,F-9-3,F-9-1-3,F-9-2-3,F-10-3,F-10-1-3,F-10-2-3
2023-03-21 11:19:24,2023-03-21 11:21:28,IP Address,136.152.143.78,100,124,True,2023-03-21 11:21:29,R_1Ldl3Q1Wk5P64dK,,,,,37.8736,-122.257,anonymous,EN,"Yes, I consent.",Other (Please specify),Home to work,Morning (06:00-11:59),Yes,Bus,,"Yes, I have read and understood. Take me to the next questions.",7.231,7.858,8.364,2,Bus,4.137,8.999,9.588,6,Bus,5.666,11.189,12.145,7,Bus,0.726,5.505,6.393,3,Bus,3.777,4.31,4.999,2,Bus,2.8,5.046,5.888,3,Bus,1.171,1.671,2.894,2,Bus,0.788,2.204,2.227,3,Bus,0.564,4.896,4.919,4,Bus,1.038,1.738,3.195,2,Bus,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),10,Wait Time (min),10,30,12,Travel Time (min),15,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),2,30,12,Travel Time (min),25,Wait Time (min),2,30,12,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),20,Wait Time (min),4,30,12,Travel Time (min),20,Wait Time (min),4,30,12,Travel Time (min),10,Wait Time (min),4,30,12,Travel Cost ($),15,0,Travel Cost ($),15,0,Travel Cost ($),15,0,Travel Cost ($),10,0,Travel Cost ($),15,0,Travel Cost ($),15,0,Travel Cost ($),8,0,Travel Cost ($),8,0,Travel Cost ($),15,0,Travel Cost ($),10,0
2023-03-21 11:19:26,2023-03-21 11:21:37,IP Address,136.152.143.107,100,131,True,2023-03-21 11:21:38,R_2CK9j5CKY5SbQSt,,,,,37.8736,-122.257,anonymous,EN,"Yes, I consent.",Commute between home and campus,,Morning (06:00-11:59),Yes,Bus,,"Yes, I have read and understood. Take me to the next questions.",6.174,6.174,6.837,1,Bus,2.869,2.869,3.485,1,Bus,3.095,3.095,3.64,1,Bus,4.246,4.246,5.056,1,Bus,2.266,2.266,2.705,1,Bus,0.688,1.593,2.088,2,Bus,0.594,1.134,1.151,2,Bus,0.625,0.625,1.21,1,Bus,0.635,0.635,1.146,1,Bus,0.708,1.991,2.005,3,Bus,Travel Time (min),15,Wait Time (min),4,30,12,Travel Time (min),10,Wait Time (min),10,30,12,Travel Time (min),20,Wait Time (min),4,30,12,Travel Time (min),15,Wait Time (min),6,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),25,Wait Time (min),10,30,12,Travel Time (min),20,Wait Time (min),2,30,12,Travel Time (min),15,Wait Time (min),8,30,12,Travel Time (min),20,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),6,30,12,Travel Cost ($),10,0,Travel Cost ($),15,0,Travel Cost ($),10,0,Travel Cost ($),8,0,Travel Cost ($),10,0,Travel Cost ($),12,0,Travel Cost ($),10,0,Travel Cost ($),8,0,Travel Cost ($),10,0,Travel Cost ($),12,0
2023-03-21 11:19:20,2023-03-21 11:21:38,IP Address,107.115.29.143,100,138,True,2023-03-21 11:21:39,R_1JPxYATmWd34KCG,,,,,37.3512,-121.8846,anonymous,EN,"Yes, I consent.",Leisure,,Afternoon (12:00-17:59),Yes,Walk,,"Yes, I have read and understood. Take me to the next questions.",7.624,7.624,10.593,1,Bus,11.457,12.152,12.179,2,Bus,6.679,6.679,8.234,1,Bus,8.276,8.276,8.763,1,Bus,4.172,4.172,4.583,1,Bus,5.679,5.679,9.185,1,Bus,8.386,8.386,9.273,1,Bus,2.168,2.168,3.082,1,Bus,1.514,1.514,2.1,1,Bus,2.239,3.389,3.41,2,Bus,Travel Time (min),10,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),6,30,12,Travel Time (min),10,Wait Time (min),10,30,12,Travel Time (min),20,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),15,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),15,Wait Time (min),10,30,12,Travel Time (min),25,Wait Time (min),2,30,12,Travel Cost ($),15,0,Travel Cost ($),12,0,Travel Cost ($),15,0,Travel Cost ($),8,0,Travel Cost ($),15,0,Travel Cost ($),10,0,Travel Cost ($),10,0,Travel Cost ($),15,0,Travel Cost ($),15,0,Travel Cost ($),8,0
2023-03-21 11:19:40,2023-03-21 11:21:42,IP Address,136.152.143.21,100,122,True,2023-03-21 11:21:43,R_1HjnmuejrvpVcBa,,,,,37.8736,-122.257,anonymous,EN,"Yes, I consent.","Running errands (grocery shopping, etc.)",,Afternoon (12:00-17:59),Yes,Private vehicle (either driver or passenger),,"Yes, I have read and understood. Take me to the next questions.",1.441,6.84,7.312,3,Bus,9.693,10.276,10.723,2,Bus,7.581,8.329,11.215,2,Bus,2.078,3.173,14.649,2,Bus,3.665,4.573,23.542,2,Bus,2.627,3.429,5.453,2,Bus,2.018,2.774,3.94,2,Bus,1.055,2.063,2.438,2,Bus,1.042,1.501,2.221,2,Bus,1.766,2.367,2.868,2,Bus,Travel Time (min),20,Wait Time (min),10,30,12,Travel Time (min),15,Wait Time (min),8,30,12,Travel Time (min),20,Wait Time (min),6,30,12,Travel Time (min),10,Wait Time (min),2,30,12,Travel Time (min),20,Wait Time (min),10,30,12,Travel Time (min),25,Wait Time (min),8,30,12,Travel Time (min),15,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),10,Wait Time (min),10,30,12,Travel Cost ($),8,0,Travel Cost ($),12,0,Travel Cost ($),15,0,Travel Cost ($),15,0,Travel Cost ($),10,0,Travel Cost ($),8,0,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),8,0,Travel Cost ($),15,0
2023-03-21 11:19:24,2023-03-21 11:21:57,IP Address,136.152.143.218,100,153,True,2023-03-21 11:21:58,R_2XhuG3jZ3udNdgG,,,,,37.8736,-122.257,anonymous,EN,"Yes, I consent.","Running errands (grocery shopping, etc.)",,Afternoon (12:00-17:59),No,Bus,,"Yes, I have read and understood. Take me to the next questions.",2.225,9.942,10.694,2,Bus,1.699,10.604,11.442,2,Bus,2.272,12.158,14.336,3,Bus,1.945,2.432,3.163,2,Bus,1.003,3.073,4.952,2,Bus,1.409,3.827,4.563,2,Bus,1.371,2.669,3.502,2,Bus,1.422,1.992,3.642,2,Bus,1.428,2.475,3.29,3,Bus,0.738,2.907,3.486,2,Bus,Travel Time (min),25,Wait Time (min),2,30,12,Travel Time (min),10,Wait Time (min),10,30,12,Travel Time (min),10,Wait Time (min),2,30,12,Travel Time (min),10,Wait Time (min),6,30,12,Travel Time (min),25,Wait Time (min),8,30,12,Travel Time (min),10,Wait Time (min),4,30,12,Travel Time (min),15,Wait Time (min),10,30,12,Travel Time (min),25,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),10,30,12,Travel Time (min),20,Wait Time (min),10,30,12,Travel Cost ($),8,0,Travel Cost ($),12,0,Travel Cost ($),10,0,Travel Cost ($),10,0,Travel Cost ($),15,0,Travel Cost ($),12,0,Travel Cost ($),12,0,Travel Cost ($),10,0,Travel Cost ($),8,0,Travel Cost ($),10,0
2023-03-21 11:19:19,2023-03-21 11:22:07,IP Address,192.31.105.188,100,167,True,2023-03-21 11:22:08,R_1LU19fJqzGMkWDD,,,,,37.8657,-122.2571,anonymous,EN,"Yes, I consent.",Other (Please specify),Picking up friends from airport,Morning (06:00-11:59),Yes,BART,,"Yes, I have read and understood. Take me to the next questions.",16.523,16.523,17.273,1,Bus,9.338,9.338,10.758,1,Bus,3.625,3.625,4.211,1,Bus,4.616,4.616,16.64,1,Ridehail,4.642,4.642,5.275,1,Bus,2.004,2.004,2.59,1,Bus,2.987,2.987,5.224,1,Ridehail,1.824,1.824,2.44,1,Bus,3.156,3.156,3.825,1,Ridehail,12.553,17.57,17.59,3,Bus,Travel Time (min),20,Wait Time (min),10,30,12,Travel Time (min),15,Wait Time (min),6,30,12,Travel Time (min),25,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),4,30,12,Travel Time (min),10,Wait Time (min),10,30,12,Travel Time (min),15,Wait Time (min),8,30,12,Travel Time (min),10,Wait Time (min),6,30,12,Travel Time (min),10,Wait Time (min),8,30,12,Travel Time (min),10,Wait Time (min),4,30,12,Travel Time (min),10,Wait Time (min),6,30,12,Travel Cost ($),10,0,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),8,0,Travel Cost ($),15,0,Travel Cost ($),15,0,Travel Cost ($),8,0,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),10,0
2023-03-21 11:19:35,2023-03-21 11:22:18,IP Address,136.152.143.132,100,163,True,2023-03-21 11:22:19,R_2THUgskVjypdU91,,,,,37.8736,-122.257,anonymous,EN,"Yes, I consent.","Running errands (grocery shopping, etc.)",,Afternoon (12:00-17:59),No,Bus,,"Yes, I have read and understood. Take me to the next questions.",10.498,17.601,17.615,3,Bus,2.9,2.9,12.75,1,Bus,1.025,1.025,10.529,1,Bus,2.381,2.381,4.335,1,Bus,0.821,0.821,2.749,1,Bus,0.606,0.606,3.084,1,Bus,0.459,0.459,2.154,1,Bus,0.657,0.657,2.306,1,Bus,0.911,0.911,1.76,1,Bus,0.489,0.489,1.236,1,Bus,Travel Time (min),10,Wait Time (min),6,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),10,Wait Time (min),4,30,12,Travel Time (min),25,Wait Time (min),8,30,12,Travel Time (min),15,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),15,Wait Time (min),10,30,12,Travel Time (min),15,Wait Time (min),4,30,12,Travel Time (min),15,Wait Time (min),10,30,12,Travel Time (min),20,Wait Time (min),10,30,12,Travel Cost ($),10,0,Travel Cost ($),12,0,Travel Cost ($),10,0,Travel Cost ($),8,0,Travel Cost ($),15,0,Travel Cost ($),10,0,Travel Cost ($),10,0,Travel Cost ($),15,0,Travel Cost ($),10,0,Travel Cost ($),10,0
2023-03-21 11:19:20,2023-03-21 11:22:42,IP Address,192.31.105.50,100,201,True,2023-03-21 11:22:42,R_2wRbt9gfJmuIQ40,,,,,37.8657,-122.2571,anonymous,EN,"Yes, I consent.",Leisure,,Afternoon (12:00-17:59),Yes,BART,,"Yes, I have read and understood. Take me to the next questions.",14.751,15.621,16.224,2,Bus,16.324,27.001,31.597,3,Ridehail,4.201,5.393,10.301,2,Bus,3.501,4.363,5.47,2,Bus,6.537,7.959,9.641,3,Ridehail,1.338,8.801,9.983,3,Bus,1.293,5.877,6.382,2,Ridehail,1.086,7.295,7.796,2,Bus,1.018,13.548,14.861,2,Ridehail,0.964,4.663,5.194,2,Bus,Travel Time (min),20,Wait Time (min),2,30,12,Travel Time (min),15,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),10,Wait Time (min),6,30,12,Travel Time (min),10,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),10,30,12,Travel Time (min),10,Wait Time (min),6,30,12,Travel Time (min),25,Wait Time (min),8,30,12,Travel Time (min),10,Wait Time (min),10,30,12,Travel Time (min),20,Wait Time (min),2,30,12,Travel Cost ($),12,0,Travel Cost ($),10,0,Travel Cost ($),8,0,Travel Cost ($),10,0,Travel Cost ($),10,0,Travel Cost ($),10,0,Travel Cost ($),12,0,Travel Cost ($),15,0,Travel Cost ($),8,0,Travel Cost ($),10,0
2023-03-21 11:19:31,2023-03-21 11:22:44,IP Address,192.31.105.110,100,193,True,2023-03-21 11:22:45,R_3sywo6ex6WHV4pD,,,,,37.8657,-122.2571,anonymous,EN,"Yes, I consent.","Running errands (grocery shopping, etc.)",,Afternoon (12:00-17:59),Yes,Private vehicle (either driver or passenger),,"Yes, I have read and understood. Take me to the next questions.",11.158,26.118,27.103,2,Ridehail,11.604,11.604,12.39,1,Bus,9.847,9.847,14.785,1,Ridehail,13.39,13.39,14.556,1,Bus,7.99,7.99,8.757,1,Ridehail,12.59,12.59,13.242,1,Ridehail,17.352,17.352,18.203,1,Ridehail,6.808,6.808,7.594,1,Ridehail,4.275,4.275,4.894,1,Ridehail,8.657,8.657,9.407,1,Bus,Travel Time (min),10,Wait Time (min),2,30,12,Travel Time (min),25,Wait Time (min),6,30,12,Travel Time (min),10,Wait Time (min),10,30,12,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),2,30,12,Travel Time (min),15,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),2,30,12,Travel Time (min),10,Wait Time (min),8,30,12,Travel Time (min),15,Wait Time (min),4,30,12,Travel Time (min),20,Wait Time (min),6,30,12,Travel Cost ($),12,0,Travel Cost ($),12,0,Travel Cost ($),10,0,Travel Cost ($),15,0,Travel Cost ($),8,0,Travel Cost ($),12,0,Travel Cost ($),10,0,Travel Cost ($),8,0,Travel Cost ($),8,0,Travel Cost ($),12,0
2023-03-21 11:19:35,2023-03-21 11:22:45,IP Address,136.152.143.35,100,190,True,2023-03-21 11:22:45,R_CabQcFmtzeLSwtX,,,,,37.8736,-122.257,anonymous,EN,"Yes, I consent.",Commute between home and campus,,Morning (06:00-11:59),Yes,Bike,,"Yes, I have read and understood. Take me to the next questions.",0.915,28.826,31.356,7,Bus,1.772,7.497,8.742,2,Bus,0.929,5.897,7.322,4,Bus,0.962,23.271,23.773,3,Ridehail,0.898,6.143,6.684,4,Bus,0.853,1.311,1.745,2,Bus,0.588,1.493,2.022,2,Bus,0.699,2.5,3.328,3,Bus,0.792,1.2,1.837,2,Bus,0.631,2.247,6.133,2,Bus,Travel Time (min),10,Wait Time (min),10,30,12,Travel Time (min),20,Wait Time (min),6,30,12,Travel Time (min),10,Wait Time (min),2,30,12,Travel Time (min),15,Wait Time (min),2,30,12,Travel Time (min),10,Wait Time (min),4,30,12,Travel Time (min),10,Wait Time (min),4,30,12,Travel Time (min),20,Wait Time (min),10,30,12,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),6,30,12,Travel Time (min),25,Wait Time (min),10,30,12,Travel Cost ($),15,0,Travel Cost ($),15,0,Travel Cost ($),10,0,Travel Cost ($),8,0,Travel Cost ($),15,0,Travel Cost ($),10,0,Travel Cost ($),15,0,Travel Cost ($),10,0,Travel Cost ($),10,0,Travel Cost ($),8,0
2023-03-21 10:49:00,2023-03-21 11:22:47,IP Address,192.31.105.113,100,2026,True,2023-03-21 11:22:47,R_1QF1WKKaXMQ2fl6,,,,,37.8657,-122.2571,anonymous,EN,"Yes, I consent.",Leisure,,Afternoon (12:00-17:59),No,BART,,"Yes, I have read and understood. Take me to the next questions.",6.778,11.227,11.785,4,Bus,4.975,4.975,6.445,1,Bus,13.062,14.895,15.363,2,Bus,8.449,8.449,9.154,1,Bus,3.614,3.614,5.135,1,Ridehail,7.785,8.515,9.471,2,Ridehail,3.164,3.164,3.986,1,Ridehail,2.285,2.285,8.741,1,Bus,2.027,2.027,2.865,1,Bus,1.245,4.861,5.481,3,Bus,Travel Time (min),20,Wait Time (min),4,30,12,Travel Time (min),15,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),20,Wait Time (min),10,30,12,Travel Time (min),10,Wait Time (min),8,30,12,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),15,Wait Time (min),2,30,12,Travel Time (min),15,Wait Time (min),10,30,12,Travel Time (min),20,Wait Time (min),4,30,12,Travel Time (min),10,Wait Time (min),4,30,12,Travel Cost ($),15,0,Travel Cost ($),12,0,Travel Cost ($),15,0,Travel Cost ($),12,0,Travel Cost ($),10,0,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),8,0,Travel Cost ($),8,0,Travel Cost ($),15,0
2023-03-21 11:19:28,2023-03-21 11:22:48,IP Address,136.152.143.135,100,200,True,2023-03-21 11:22:49,R_2VryKRP7xVqvRBS,,,,,37.8736,-122.257,anonymous,EN,"Yes, I consent.",Commute between home and campus,,Morning (06:00-11:59),Yes,Bus,,"Yes, I have read and understood. Take me to the next questions.",4.411,35.035,36.192,8,Bus,0.787,16.826,17.944,5,Bus,0.822,13.843,15.98,5,Ridehail,0.84,5.156,6.437,3,Ridehail,0.73,4.828,5.647,3,Ridehail,0.785,7.845,14.878,3,Bus,0.721,3.852,4.787,2,Ridehail,0.621,2.785,2.8,4,Ridehail,0.688,1.97,3.841,2,Bus,0.501,3.773,4.408,3,Ridehail,Travel Time (min),20,Wait Time (min),4,30,12,Travel Time (min),25,Wait Time (min),2,30,12,Travel Time (min),15,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),2,30,12,Travel Time (min),20,Wait Time (min),2,30,12,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),15,Wait Time (min),8,30,12,Travel Time (min),10,Wait Time (min),4,30,12,Travel Time (min),20,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),2,30,12,Travel Cost ($),15,0,Travel Cost ($),8,0,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),10,0,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),8,0,Travel Cost ($),12,0,Travel Cost ($),10,0
2023-03-21 11:19:17,2023-03-21 11:22:57,IP Address,192.31.105.95,100,219,True,2023-03-21 11:22:57,R_1fmgdFXJ5fyxxDE,,,,,37.8657,-122.2571,anonymous,EN,"Yes, I consent.","Running errands (grocery shopping, etc.)",,Afternoon (12:00-17:59),Yes,Ridehail (Uber/Lyft),,"Yes, I have read and understood. Take me to the next questions.",4.407,14.175,19.697,4,Bus,1.013,14.288,18.657,3,Bus,0.912,5.404,6.967,3,Bus,0.757,4.749,5.124,3,Bus,0.688,3.075,3.599,2,Bus,0.765,7.316,7.685,2,Bus,0.722,6.718,7.222,4,Bus,0.691,4.468,4.768,4,Bus,0.642,2.244,3.408,2,Bus,0.695,8.595,9.17,2,Bus,Travel Time (min),25,Wait Time (min),8,30,12,Travel Time (min),15,Wait Time (min),4,30,12,Travel Time (min),15,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),10,Wait Time (min),8,30,12,Travel Time (min),15,Wait Time (min),10,30,12,Travel Time (min),20,Wait Time (min),2,30,12,Travel Time (min),20,Wait Time (min),10,30,12,Travel Time (min),10,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),2,30,12,Travel Cost ($),10,0,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),10,0,Travel Cost ($),12,0,Travel Cost ($),15,0,Travel Cost ($),15,0,Travel Cost ($),15,0,Travel Cost ($),10,0,Travel Cost ($),12,0
2023-03-21 11:14:43,2023-03-21 11:22:59,IP Address,192.31.105.140,100,495,True,2023-03-21 11:22:59,R_C1eOnSkvWfW4T4d,,,,,37.8657,-122.2571,anonymous,EN,"Yes, I consent.",Leisure,,Afternoon (12:00-17:59),No,Ridehail (Uber/Lyft),,"Yes, I have read and understood. Take me to the next questions.",12.39,32.441,35.202,2,Bus,9.386,13.421,14.054,2,Bus,3.188,3.188,4.423,1,Bus,1.962,1.962,6.58,1,Bus,1.616,12.788,13.35,4,Ridehail,5.554,8.614,9.961,2,Ridehail,1.6,1.6,7.474,1,Bus,3.357,5.438,6.728,2,Bus,1.163,1.163,7.383,1,Bus,1.897,1.897,3.273,1,Bus,Travel Time (min),10,Wait Time (min),4,30,12,Travel Time (min),15,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),6,30,12,Travel Time (min),15,Wait Time (min),4,30,12,Travel Time (min),10,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),15,Wait Time (min),10,30,12,Travel Time (min),25,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),10,30,12,Travel Cost ($),15,0,Travel Cost ($),8,0,Travel Cost ($),12,0,Travel Cost ($),15,0,Travel Cost ($),8,0,Travel Cost ($),12,0,Travel Cost ($),10,0,Travel Cost ($),12,0,Travel Cost ($),10,0,Travel Cost ($),15,0
2023-03-21 11:19:38,2023-03-21 11:23:05,IP Address,136.152.143.44,100,206,True,2023-03-21 11:23:06,R_RJ0bX3RnKyTLQRz,,,,,37.8736,-122.257,anonymous,EN,"Yes, I consent.","Running errands (grocery shopping, etc.)",,Afternoon (12:00-17:59),Yes,Bus,,"Yes, I have read and understood. Take me to the next questions.",15.933,15.933,18.683,1,Bus,14.453,14.453,15.236,1,Bus,6.517,6.517,7.135,1,Bus,6.013,6.013,7.37,1,Bus,5.52,5.52,12.333,1,Bus,13.432,13.432,15.578,1,Bus,7.297,7.297,7.995,1,Bus,0.686,0.686,1.975,1,Bus,0.594,0.594,1.26,1,Bus,1.009,1.009,1.391,1,Bus,Travel Time (min),20,Wait Time (min),4,30,12,Travel Time (min),25,Wait Time (min),8,30,12,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),10,30,12,Travel Time (min),15,Wait Time (min),2,30,12,Travel Time (min),25,Wait Time (min),6,30,12,Travel Time (min),15,Wait Time (min),2,30,12,Travel Time (min),10,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),10,Wait Time (min),2,30,12,Travel Cost ($),15,0,Travel Cost ($),10,0,Travel Cost ($),12,0,Travel Cost ($),15,0,Travel Cost ($),15,0,Travel Cost ($),8,0,Travel Cost ($),12,0,Travel Cost ($),12,0,Travel Cost ($),15,0,Travel Cost ($),8,0
2023-03-21 11:21:27,2023-03-21 11:23:18,IP Address,136.152.143.63,100,110,True,2023-03-21 11:23:18,R_VKLPJP8hLKwHpJf,,,,,37.8736,-122.257,anonymous,EN,"Yes, I consent.",Commute between home and campus,,Morning (06:00-11:59),Yes,Walk,,"Yes, I have read and understood. Take me to the next questions.",11.241,11.241,12.297,1,Bus,4.461,9.361,10.315,4,Bus,1.337,1.337,2.075,1,Bus,1.002,1.002,1.709,1,Bus,1.065,1.065,2.887,1,Bus,3.281,3.281,4.119,1,Bus,0.853,0.853,1.808,1,Bus,3.427,3.427,4.379,1,Bus,1.866,1.866,2.622,1,Bus,1.354,1.354,2.858,1,Bus,Travel Time (min),20,Wait Time (min),10,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),15,Wait Time (min),6,30,12,Travel Time (min),10,Wait Time (min),4,30,12,Travel Time (min),15,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),2,30,12,Travel Time (min),15,Wait Time (min),10,30,12,Travel Time (min),10,Wait Time (min),2,30,12,Travel Time (min),20,Wait Time (min),6,30,12,Travel Time (min),10,Wait Time (min),2,30,12,Travel Cost ($),12,0,Travel Cost ($),10,0,Travel Cost ($),8,0,Travel Cost ($),8,0,Travel Cost ($),10,0,Travel Cost ($),12,0,Travel Cost ($),12,0,Travel Cost ($),15,0,Travel Cost ($),10,0,Travel Cost ($),15,0
2023-03-21 11:20:42,2023-03-21 11:23:23,IP Address,136.152.143.66,100,161,True,2023-03-21 11:23:23,R_RLyZT6tL9JICNoZ,,,,,37.8736,-122.257,anonymous,EN,"Yes, I consent.",Leisure,,Evening (18:00-21:59),No,Bus,,"Yes, I have read and understood. Take me to the next questions.",11.884,11.884,13.772,1,Bus,9.756,9.756,12.191,1,Bus,6.283,6.283,11.059,1,Bus,4.666,4.666,7.13,1,Bus,5.706,5.706,7.535,1,Bus,4.026,4.026,5.142,1,Bus,6.873,6.873,8.588,1,Bus,6.714,6.714,8.231,1,Bus,4.978,4.978,8.721,1,Ridehail,3.036,3.036,6.203,1,Bus,Travel Time (min),25,Wait Time (min),6,30,12,Travel Time (min),10,Wait Time (min),10,30,12,Travel Time (min),15,Wait Time (min),10,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),10,Wait Time (min),8,30,12,Travel Time (min),20,Wait Time (min),10,30,12,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),15,Wait Time (min),6,30,12,Travel Time (min),15,Wait Time (min),6,30,12,Travel Time (min),15,Wait Time (min),8,30,12,Travel Cost ($),10,0,Travel Cost ($),10,0,Travel Cost ($),10,0,Travel Cost ($),15,0,Travel Cost ($),15,0,Travel Cost ($),15,0,Travel Cost ($),12,0,Travel Cost ($),10,0,Travel Cost ($),8,0,Travel Cost ($),10,0
